PUB_ID_C,SKU,ISBN,TITLE,CUSTOMER_NAME,A_STATUS,BOOKTYPEID,CARTON_QTY,WEIGHT,BOOKGROUP,BOOKTYPEDESC,US_INGRAM_GAP_LIST_PRICE
6010036,1476728755,9.78148E+12,Wright Brothers,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,18
6010036,1476730075,9.78148E+12,Breach: Inside the Impeachment and Trial of William Jeffer,Simon & Schuster,production,349,14,1.313,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,147673352X,9.78148E+12,Gene: An Intimate History,Simon & Schuster,production,349,10,1.7,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,20
6010036,1476738432,9.78148E+12,Certifiably Insane,Simon & Schuster,production,349,24,0.776,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,147674100X,9.78148E+12,Purchasing Machine: How the Top Ten Companies Use Best Practices to Ma,Simon & Schuster,production,349,18,0.986,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476743886,9.78148E+12,Oh What a Slaughter: Massacres in the American West: 1846--1890,Simon & Schuster,production,349,34,0.556,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476746435,9.78148E+12,Rehnquist: A Personal Portrait of the Distinguished Chief Justice,Simon & Schuster,production,349,22,0.862,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476746494,9.78148E+12,Intruders,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476746613,9.78148E+12,"Inside Congress: The Shocking Scandals, Corruption, and Abuse of Po",Simon & Schuster,production,349,20,0.943,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476746621,9.78148E+12,FBI,Simon & Schuster,production,349,12,1.464,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476747342,9.78148E+12,"World Class Manufacturing: The Next Decade: Building Power, Strength, and Value",Simon & Schuster,production,349,22,0.814,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476747350,9.78148E+12,My Delicious Life with Paula Deen,Simon & Schuster,production,349,26,0.706,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476748527,9.78148E+12,Drawing Dead,Simon & Schuster,production,349,22,0.814,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476748608,9.78148E+12,Ring Game,Simon & Schuster,production,349,20,0.9,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476748640,9.78148E+12,"Tall Tales: The Glory Years of the NBA, in the Words of the Men Who Played, Coached, and Built Pro Basketball",Simon & Schuster,production,349,16,1.158,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476750149,9.78148E+12,"Hot Seat: Love, War, and Cable News",Simon & Schuster,production,349,20,0.943,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476754764,9.78148E+12,Rise and Fall of Strategic Planning,Simon & Schuster,production,349,14,1.33,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476754810,9.78148E+12,Pro-Growth Progressive: An Economic Strategy for Shared Prosperity,Simon & Schuster,production,349,18,1.029,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476759863,9.78148E+12,Birthright,Simon & Schuster,production,349,16,1.115,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476761361,9.78148E+12,Foreign Correspondent: A Memoir,Simon & Schuster,production,349,20,0.9,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476765669,9.78148E+12,"Good Call: Reflections on Faith, Family, and Fowl",Simon & Schuster,production,349,24,0.755,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476771960,9.78148E+12,Edge of Glory: The Inside Story of the Quest for Figure Skatings Olympic Gold Medals,Simon & Schuster,production,349,16,1.185,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,147677708X,9.78148E+12,Tequila Mockingbird,Simon & Schuster,production,349,16,1.12,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476779430,9.78148E+12,My Mother's Daughter,Simon & Schuster,production,349,14,1.206,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476779457,9.78148E+12,Button,Simon & Schuster,production,349,24,0.776,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476779465,9.78148E+12,Rave on: The Biography of Buddy Holly,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476782466,9.78148E+12,Blood Star,Simon & Schuster,production,349,10,1.872,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476783888,9.78148E+12,Treasure of Sainte Foy,Simon & Schuster,production,349,26,0.733,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476786542,9.78148E+12,Homemade: The Heart and Science of Handcrafts,Simon & Schuster,production,349,8,2.189,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476789665,9.78148E+12,Fabulist,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476790027,9.78148E+12,Now You See Her,Simon & Schuster,production,349,10,1.759,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476790744,9.78148E+12,Setting Fires,Simon & Schuster,production,349,22,0.862,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476790760,9.78148E+12,He Was a Midwestern Boy on His Own: Mystery at the Paris Ballet,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476791384,9.78148E+12,Booked Twice: Booked to Die and the Bookman's Wake,Simon & Schuster,production,349,8,1.931,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476791872,9.78148E+12,Our Own Worst Enemy,Simon & Schuster,production,349,20,0.905,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476794510,9.78148E+12,"Four Corners: How UNC, N.C. State, Duke, and Wake Forest Made North Carolina the Center of the Basketball Universe",Simon & Schuster,production,349,20,0.927,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476794529,9.78148E+12,Prisoner of Vandam Street,Simon & Schuster,production,349,28,0.69,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476799954,9.78148E+12,Showcase,Simon & Schuster,production,349,32,0.604,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481401580,9.78148E+12,"Good-Bye, Billy Radish",Simon & Schuster,production,349,46,0.433,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481424394,9.78148E+12,"Michael Vey 4, Volume 4: Hunt for Jade Dragon (Reprint)",Simon & Schuster,production,349,20,0.943,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,12.99
6010036,1501100173,9.7815E+12,Market Driven Strategy: Processes for Creating Value,Simon & Schuster,production,349,14,1.206,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501100513,9.7815E+12,Scarlet Nights (Large Print),Simon & Schuster,production,349,12,1.373,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501100750,9.7815E+12,7 Habits Journal for Teens,Simon & Schuster,production,349,32,0.604,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501103083,9.7815E+12,Molina: The Story of the Father Who Raised an Unlikely Baseball Dynasty,Simon & Schuster,production,349,20,0.9,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501112422,9.7815E+12,Book of Eulogies,Simon & Schuster,production,349,16,1.12,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501112430,9.7815E+12,In the Web of Ideas,Simon & Schuster,production,349,28,0.69,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501112449,9.7815E+12,Halfway Home: My Life 'til Now,Simon & Schuster,production,349,26,0.728,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501117750,9.7815E+12,"Essential Judaism: A Complete Guide to Beliefs, Customs & Rituals (Updated)",Simon & Schuster,production,349,8,1.931,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,25
6010036,1501123866,9.7815E+12,Masterpiece,Simon & Schuster,production,349,20,0.927,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501123874,9.7815E+12,Discovery,Simon & Schuster,production,349,22,0.862,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501123882,9.7815E+12,Noonday Demon: An Atlas of Depression,Simon & Schuster,production,349,8,1.894,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,20
6010036,1501125850,9.7815E+12,On the Sweet Spot: Stalking the Effortless Present,Simon & Schuster,production,349,24,0.771,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501127624,9.7815E+12,Steve Jobs,Simon & Schuster,production,349,10,1.845,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,22
6010036,1501129155,9.7815E+12,Part Wild: A Writer's Guide to Harnessing the Creative Power of Resistance,Simon & Schuster,production,349,26,0.728,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501131192,9.7815E+12,"Liberal War on Transparency: Confessions of a Freedom of Information ""criminal""",Simon & Schuster,production,349,20,0.905,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501137034,9.7815E+12,Lesbian Family Life Cycle,Simon & Schuster,production,349,24,0.771,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501140698,9.7815E+12,Blind Judgment: A Gideon Page Novel,Simon & Schuster,production,349,22,0.857,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501140701,9.7815E+12,Religious Conviction: A Novel by the Author of Expert Testimony,Simon & Schuster,production,349,22,0.814,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501140884,9.7815E+12,Illegal Motion,Simon & Schuster,production,349,22,0.857,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501140930,9.7815E+12,Deadly Greed,Simon & Schuster,production,349,24,0.749,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501142666,9.7815E+12,Catholic Ethic and the Spirit of Capitalism,Simon & Schuster,production,349,18,0.991,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501142747,9.7815E+12,If a Lion Could Talk: Animal Intelligence and the Evolution of Consciousness,Simon & Schuster,production,349,26,0.728,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501153102,9.7815E+12,Flight of the Falcon,Simon & Schuster,production,349,20,0.9,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501155555,9.7815E+12,Motley Fool Investment Guide: How the Fools Beat Wall Street's Wise Men and How You Can Too,Simon & Schuster,production,349,22,0.857,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,20
6010036,1501170643,9.7815E+12,Chairman: John J. McCloy & the Making of the American Establishment,Simon & Schuster,production,349,8,2.232,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501179403,9.7815E+12,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Simon & Schuster,production,349,18,0.97,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,18
6010036,1501181084,9.7815E+12,Authority,Simon & Schuster,production,349,26,0.733,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,150119108X,9.7815E+12,My Year in Iraq: The Struggle to Build a Future of Hope,Simon & Schuster,production,349,14,1.249,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,150119416X,9.7815E+12,American Beat,Simon & Schuster,production,349,20,0.9,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501194178,9.7815E+12,Moscow Station,Simon & Schuster,production,349,20,0.921,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501194186,9.7815E+12,Spy in the Russian Club,Simon & Schuster,production,349,22,0.835,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501194356,9.7815E+12,Joan Crawford,Simon & Schuster,production,349,18,0.986,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1582702659,9.78158E+12,Sacred Promise: How Science Is Discovering Spirit's Collaboration with Us in Our Daily Lives,Simon & Schuster,production,349,18,1.034,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593090609,9.78159E+12,Every Woman Needs a Wife,Simon & Schuster,production,349,16,1.12,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593091192,9.78159E+12,BonFide Gold Digger,Simon & Schuster,production,349,24,0.771,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593092423,9.78159E+12,Scared Silent,Simon & Schuster,production,349,22,0.857,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593092806,9.78159E+12,Stealing Candy,Simon & Schuster,production,349,18,1.029,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593095066,9.78159E+12,"Mayor for Life: The Incredible Story of Marion Barry, Jr.",Simon & Schuster,production,349,18,0.986,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982101040,9.78198E+12,Fatherless Daughters: Turning the Pain of Loss Into the Power of Forgiveness,Simon & Schuster,production,349,20,0.943,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982102284,9.78198E+12,"Doctors and Patients, What We Feel about You",Simon & Schuster,production,349,24,0.776,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982107243,9.78198E+12,Kings of Cocaine,Simon & Schuster,production,349,16,1.158,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982115017,9.78198E+12,For the Love of Life,Simon & Schuster,production,349,40,0.476,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982118148,9.78198E+12,Long Road to Freedom,Simon & Schuster,production,349,18,0.986,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982123176,9.78198E+12,Matters of Principle,Simon & Schuster,production,349,18,1.034,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982134925,9.78198E+12,License to Steal: The Untold Story of Michael Milken and the Conspiracy to Bilk the Nation,Simon & Schuster,production,349,28,0.685,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982134941,9.78198E+12,Future in Plain Sight: Nine Clues to the Coming Instability,Simon & Schuster,production,349,22,0.819,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982144793,9.78198E+12,Raj,Simon & Schuster,production,349,14,1.335,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982153075,9.78198E+12,What a Woman's Gotta Do: A Novel of Suspense,Simon & Schuster,production,349,20,0.905,R1,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,29069335,9.78003E+12,Moral Child: Nurturing Children's Natural Moral Growth,Simon & Schuster,production,49,42,0.59,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,29174422,9.78003E+12,Rethinking Psychiatry: From Cultural Category to Personal Experience,Simon & Schuster,production,49,32,0.792,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,671528009,9.78067E+12,Change Masters,Simon & Schuster,production,49,18,1.341,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,671530763,9.78067E+12,Scarne's Guide to Modern Poker,Simon & Schuster,production,49,26,0.971,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,671639722,9.78067E+12,America's Favorite Backyard Wildlife,Simon & Schuster,waitspecs,49,24,0.995,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,671640488,9.78067E+12,Three by Finney,Simon & Schuster,production,49,18,1.318,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684830523,9.78068E+12,The Time Before History,Simon & Schuster,production,49,22,1.139,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684835630,9.78068E+12,Reflected Glory,Simon & Schuster,production,49,12,1.861,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684837110,9.78068E+12,Going Negative,Simon & Schuster,production,49,30,0.804,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684838524,9.78068E+12,The Universe Below: Discovering the Secrets of the Deep Sea,Simon & Schuster,production,49,18,1.341,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684842165,9.78068E+12,An Uncommon Woman,Simon & Schuster,production,49,10,2.237,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684847922,9.78068E+12,Taking Charge: The Johnson White House Tapes 1963 1964,Simon & Schuster,production,49,12,1.867,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684849453,9.78068E+12,Longest Night: A Military History of the Civil War,Simon & Schuster,production,49,8,3,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684863146,9.78068E+12,Conquering Chaos at Work: Strategies for Managing Disorganization and the People Who Cause It,Simon & Schuster,production,49,30,0.804,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684869802,9.78068E+12,The Play Goes on: A Memoir,Simon & Schuster,production,49,22,1.139,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,684869969,9.78068E+12,"Republic of Dreams: Greenwich Village: The American Bohemia, 1910-1960",Simon & Schuster,production,49,12,2.022,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743218043,9.78074E+12,Reinventing Yourself with the Duchess of York: Inspiring Stories and Strategies for Changing Your Weight and Your Life,Simon & Schuster,production,49,34,0.709,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743266463,9.78074E+12,Dr. Atkins' Quick & Easy New Diet Cookbook: Companion to Dr. Atkins' New Diet Revolution,Simon & Schuster,production,49,32,0.769,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743272927,9.78074E+12,The Official Fahrenheit 9/11 Reader,Simon & Schuster,production,49,20,1.186,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743281608,9.78074E+12,A Life for a Life,Simon & Schuster,production,49,34,0.745,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743299493,9.78074E+12,Project Renewment: The First Retirement Model for Career Women,Simon & Schuster,waitspecs,49,30,0.81,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,074342672X,9.78074E+12,Scandalous,Simon & Schuster,production,49,18,1.425,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,743486129,9.78074E+12,The Roswell Dig Diaries,Simon & Schuster,production,49,24,0.995,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,1416552049,9.78142E+12,Healing Your Heart: Proven Program for Reducing Heart Disease Without Drugs or Surgery,Simon & Schuster,production,49,20,1.198,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,1416552057,9.78142E+12,"You're Missin' a Great Game: From Casey to Ozzie, the Magic of Baseball and How to Get It Back",Simon & Schuster,production,49,24,1.007,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,1451683669,9.78145E+12,Wheel of Fortune,Simon & Schuster,production,49,8,2.953,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6116703,1621577821,9.78162E+12,Final Finesse,S&S Inc.,production,49,20,1.234,D,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,
6010036,29303303,9.78003E+12,"Inside American Education: The Decline, the Deception, the Dogmas",Simon & Schuster,production,354,14,1.432,R3,B&W 6.14 x 9.21in or 234 x 156mm (Royal 8vo) Blue Digital Cloth™ Cover w/Jacket on Groundwood w/Gloss Lam,
6010036,671009559,9.78067E+12,Spiral,Simon & Schuster,production,354,16,1.398,R3,B&W 6.14 x 9.21in or 234 x 156mm (Royal 8vo) Blue Digital Cloth™ Cover w/Jacket on Groundwood w/Gloss Lam,
6010036,684813548,9.78068E+12,"Birth of the Cool: Beat, Bebop, and the American Avant Garde",Simon & Schuster,production,354,18,1.178,R3,B&W 6.14 x 9.21in or 234 x 156mm (Royal 8vo) Blue Digital Cloth™ Cover w/Jacket on Groundwood w/Gloss Lam,
6010036,684833697,9.78068E+12,Renewable Advantage: Crafting Strategy Through Economic Time,Simon & Schuster,production,354,20,1.123,R3,B&W 6.14 x 9.21in or 234 x 156mm (Royal 8vo) Blue Digital Cloth™ Cover w/Jacket on Groundwood w/Gloss Lam,
6010036,068483460X,9.78068E+12,Matsushita: Lessons from the 20th Century's Most Remarkable Entrepreneur,Simon & Schuster,production,354,16,1.354,R3,B&W 6.14 x 9.21in or 234 x 156mm (Royal 8vo) Blue Digital Cloth™ Cover w/Jacket on Groundwood w/Gloss Lam,
